Workplace Zone Code,Supergroup Code,Supergroup Name,Group Code,Group Name
E33030736,B,City and business parks,B3,Big city life
E33030737,B,City and business parks,B3,Big city life
E33030738,A,Retail,A5,Shop until you drop
E33030739,B,City and business parks,B3,Big city life
E33030740,B,City and business parks,B3,Big city life
E33030741,E,Manufacturing and distribution,E2,Industrial units
E33030742,B,City and business parks,B3,Big city life
E33030743,B,City and business parks,B3,Big city life
E33030744,B,City and business parks,B3,Big city life
E33030745,B,City and business parks,B5,Science and business parks
E33030746,E,Manufacturing and distribution,E2,Industrial units
E33030747,E,Manufacturing and distribution,E2,Industrial units
E33030748,B,City and business parks,B3,Big city life
E33030749,B,City and business parks,B5,Science and business parks
E33030750,B,City and business parks,B3,Big city life
E33030751,B,City and business parks,B3,Big city life
E33030752,A,Retail,A5,Shop until you drop
E33030753,B,City and business parks,B2,Administrative centres 
E33030754,B,City and business parks,B2,Administrative centres 
E33030755,A,Retail,A5,Shop until you drop
E33030756,B,City and business parks,B3,Big city life
E33030757,A,Retail,A5,Shop until you drop
E33030758,B,City and business parks,B3,Big city life
E33030759,B,City and business parks,B3,Big city life
E33030760,B,City and business parks,B3,Big city life
E33030761,B,City and business parks,B1,Global business
E33030762,B,City and business parks,B2,Administrative centres 
E33030763,B,City and business parks,B2,Administrative centres 
E33030764,B,City and business parks,B2,Administrative centres 
E33030765,C,Metro suburbs,C1,Teachers and carers in metro suburbs
E33030766,B,City and business parks,B3,Big city life
E33030767,B,City and business parks,B3,Big city life
E33030768,B,City and business parks,B3,Big city life
E33030769,B,City and business parks,B1,Global business
E33030770,B,City and business parks,B3,Big city life
E33030771,B,City and business parks,B1,Global business
E33030772,B,City and business parks,B2,Administrative centres 
E33030773,B,City and business parks,B3,Big city life
E33030774,B,City and business parks,B1,Global business
E33030775,B,City and business parks,B3,Big city life
E33030776,B,City and business parks,B1,Global business
E33030777,B,City and business parks,B3,Big city life
E33030778,B,City and business parks,B3,Big city life
E33030779,B,City and business parks,B3,Big city life
E33030780,B,City and business parks,B3,Big city life
E33030781,B,City and business parks,B3,Big city life
E33030782,B,City and business parks,B1,Global business
E33030783,B,City and business parks,B2,Administrative centres 
E33030784,B,City and business parks,B3,Big city life
E33030785,B,City and business parks,B3,Big city life
E33030786,B,City and business parks,B2,Administrative centres 
E33030787,B,City and business parks,B1,Global business
E33030788,B,City and business parks,B2,Administrative centres 
E33030789,B,City and business parks,B1,Global business
E33030790,B,City and business parks,B1,Global business
E33030791,B,City and business parks,B2,Administrative centres 
E33030792,B,City and business parks,B1,Global business
E33030793,B,City and business parks,B1,Global business
E33030794,B,City and business parks,B2,Administrative centres 
E33030795,B,City and business parks,B2,Administrative centres 
E33030796,B,City and business parks,B3,Big city life
E33030797,B,City and business parks,B3,Big city life
E33030798,B,City and business parks,B5,Science and business parks
E33030799,B,City and business parks,B2,Administrative centres 
E33030800,C,Metro suburbs,C3,Metro suburban distribution industries
E33030801,B,City and business parks,B2,Administrative centres 
E33030802,B,City and business parks,B2,Administrative centres 
E33030803,B,City and business parks,B1,Global business
E33030804,B,City and business parks,B3,Big city life
E33030805,B,City and business parks,B2,Administrative centres 
E33030806,B,City and business parks,B3,Big city life
E33030807,B,City and business parks,B1,Global business
E33030808,B,City and business parks,B3,Big city life
E33030809,B,City and business parks,B1,Global business
E33030810,B,City and business parks,B3,Big city life
E33030811,B,City and business parks,B2,Administrative centres 
E33030812,B,City and business parks,B3,Big city life
E33030813,B,City and business parks,B3,Big city life
E33030814,B,City and business parks,B1,Global business
E33030815,B,City and business parks,B3,Big city life
E33030816,B,City and business parks,B2,Administrative centres 
E33030817,B,City and business parks,B1,Global business
E33030818,B,City and business parks,B1,Global business
E33030819,B,City and business parks,B1,Global business
E33030820,B,City and business parks,B1,Global business
E33030821,B,City and business parks,B1,Global business
E33030822,B,City and business parks,B1,Global business
E33030823,B,City and business parks,B2,Administrative centres 
E33030824,B,City and business parks,B1,Global business
E33030825,B,City and business parks,B2,Administrative centres 
E33030826,B,City and business parks,B3,Big city life
E33030827,B,City and business parks,B3,Big city life
E33030828,B,City and business parks,B1,Global business
E33030829,B,City and business parks,B1,Global business
E33030830,B,City and business parks,B1,Global business
E33030831,B,City and business parks,B1,Global business
E33030832,B,City and business parks,B3,Big city life
E33030833,C,Metro suburbs,C3,Metro suburban distribution industries
E33030834,B,City and business parks,B3,Big city life
E33030835,B,City and business parks,B3,Big city life
E33030836,B,City and business parks,B3,Big city life
E33030837,B,City and business parks,B3,Big city life
E33030838,B,City and business parks,B3,Big city life
E33030839,B,City and business parks,B2,Administrative centres 
E33030840,B,City and business parks,B2,Administrative centres 
E33030841,B,City and business parks,B2,Administrative centres 
E33030842,B,City and business parks,B2,Administrative centres 
E33030843,B,City and business parks,B2,Administrative centres 
E33030844,B,City and business parks,B1,Global business
E33030845,B,City and business parks,B1,Global business
E33030846,B,City and business parks,B3,Big city life
E33030847,B,City and business parks,B3,Big city life
E33030848,B,City and business parks,B1,Global business
E33030849,B,City and business parks,B1,Global business
E33030850,B,City and business parks,B2,Administrative centres 
E33030851,B,City and business parks,B2,Administrative centres 
E33030852,B,City and business parks,B2,Administrative centres 
E33030853,B,City and business parks,B1,Global business
E33030854,B,City and business parks,B3,Big city life
E33030855,B,City and business parks,B1,Global business
E33030856,B,City and business parks,B1,Global business
E33030857,B,City and business parks,B1,Global business
E33030858,B,City and business parks,B1,Global business
E33030859,B,City and business parks,B1,Global business
E33030860,B,City and business parks,B2,Administrative centres 
E33030861,B,City and business parks,B1,Global business
E33030862,B,City and business parks,B2,Administrative centres 
E33030863,B,City and business parks,B3,Big city life
E33030864,B,City and business parks,B2,Administrative centres 
E33030865,B,City and business parks,B2,Administrative centres 
E33030866,B,City and business parks,B2,Administrative centres 
E33030867,B,City and business parks,B2,Administrative centres 
E33030868,B,City and business parks,B2,Administrative centres 
E33030869,B,City and business parks,B2,Administrative centres 
E33030870,B,City and business parks,B3,Big city life
E33030871,B,City and business parks,B1,Global business
E33030872,B,City and business parks,B1,Global business
E33030873,B,City and business parks,B1,Global business
E33030874,B,City and business parks,B3,Big city life
E33030875,B,City and business parks,B1,Global business
E33030876,B,City and business parks,B3,Big city life
E33030877,B,City and business parks,B1,Global business
E33030878,B,City and business parks,B1,Global business
E33030879,B,City and business parks,B1,Global business
E33030880,B,City and business parks,B1,Global business
E33030881,B,City and business parks,B2,Administrative centres 
E33030882,B,City and business parks,B3,Big city life
E33030883,B,City and business parks,B2,Administrative centres 
E33030884,B,City and business parks,B3,Big city life
E33030885,B,City and business parks,B1,Global business
E33030886,B,City and business parks,B3,Big city life
E33030887,B,City and business parks,B1,Global business
E33030888,B,City and business parks,B1,Global business
E33030889,B,City and business parks,B1,Global business
E33030890,B,City and business parks,B3,Big city life
E33030891,B,City and business parks,B3,Big city life
E33030892,B,City and business parks,B3,Big city life
E33030893,B,City and business parks,B1,Global business
E33030894,B,City and business parks,B1,Global business
E33030895,B,City and business parks,B3,Big city life
E33030896,B,City and business parks,B3,Big city life
E33030897,B,City and business parks,B3,Big city life
E33030898,B,City and business parks,B1,Global business
E33030899,B,City and business parks,B3,Big city life
E33030900,B,City and business parks,B1,Global business
E33030901,B,City and business parks,B1,Global business
E33030902,B,City and business parks,B3,Big city life
E33030903,B,City and business parks,B1,Global business
E33030904,B,City and business parks,B3,Big city life
E33030905,B,City and business parks,B1,Global business
E33030906,B,City and business parks,B1,Global business
E33030907,B,City and business parks,B1,Global business
E33030908,B,City and business parks,B2,Administrative centres 
